title,description,source,job_id,company,location,url,tags,posted_date,collection_domain,tag_query,unified_domain
Entry Level Data Entry Clerk,"We are currently hiring for a full-time remote position open exclusively to candidates based in the United States. This is a stable work-from-home opportunity within a professional, structured, and supportive team environment. Position Type: Full-Time (Remote) Location: United States only Pay Rate: $28 per hour No prior experience is required. Paid training will be provided. We are looking for dependable individuals with a positive attitude, strong work ethic, and a willingness to learn. Requirements Must be legally authorized to work in the United States. Must have access to a reliable computer or laptop. Must have a stable and reliable internet connection. Basic computer skills are required, including typing, email usage, and file management. Strong attention to detail and accuracy. Good written and verbal communication skills. Ability to work independently with minimal supervision. Must have a quiet and distraction-free workspace. Key Responsibilities Perform assigned tasks accurately and efficiently on a daily basis. Enter, manage, and maintain data, records, or communications as required. Follow written instructions, company guidelines, and internal procedures carefully. Communicate professionally with internal teams or external contacts when necessary. Manage time effectively while working independently in a remote environment. Maintain confidentiality, data security, and data integrity at all times. Participate in training sessions, on boarding activities, or team meetings as required. Adapt to new tools, software, and processes as the role evolves. What We Offer Competitive pay at $28 per hour for full-time work. 100 percent remote work environment. Paid training and on boarding provided. Consistent full-time work schedule. Opportunities for growth and advancement within the company. Supportive and professional team environment. Weekly or bi-weekly pay depending on role and assignment. Interested candidates may apply for next steps. We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us. Please mention the word **UNITY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135072,JobsInMass.com,"Beverly, ",https://remoteOK.com/remote-jobs/remote-entry-level-data-entry-clerk-jobsinmass-com-1135072,"[""data entry"", ""education"", ""customer support"", ""dev"", ""marketing"", ""travel"", ""microsoft"", ""exec"", ""excel"", ""recruiter"", ""full time"", ""part time"", ""digital nomad"", ""infosec"", ""admin""]",2026-07-19T08:36:59+00:00,,,data_science
Data Entry Typist,"Job Type: Full-Time/Part-Time Location: Remote (Work From Home) Job Overview We are looking for a detail-oriented and organized professional to join our remote team with a focus on customer support. This role involves managing data, handling scheduling tasks, and assisting with travel-related inquiries, making it ideal for someone who enjoys organization, accuracy, and supporting clients in a dynamic virtual environment. If you thrive in a structured role that combines administrative work, planning, and customer service, this is the right position for you. Responsibilities Accurately input and update data in company systems and databases Manage and organize scheduling, appointments, and travel arrangements for clients Respond to customer inquiries via email, chat, or phone in a timely and professional manner Assist with general administrative tasks, document management, and record keeping Coordinate travel-related details, including itinerary updates, bookings, and confirmations Perform quality checks on data to ensure accuracy and completeness Communicate with internal teams and external clients to provide scheduling and travel-related support Follow company guidelines and procedures to maintain efficiency in remote work Qualifications High school diploma or equivalent (Associate's or Bachelor's degree preferred but not required) Previous experience in data entry, customer service, travel coordination, or scheduling is a plus Strong attention to detail and ability to work with large volumes of data with accuracy Excellent written and verbal communication skills Proficiency in using Microsoft Office (Excel, Word, Outlook) and/or Google Workspace (Sheets, Docs, Calendar) Ability to multitask, prioritize, and manage time efficiently in a remote setting Strong problem-solving skills and ability to work independently with minimal supervision Comfortable using CRM software, scheduling tools, or travel booking platforms (training provided if necessary) Reliable internet connection and a quiet workspace to perform job duties effectively Benefits Flexible work schedule – Work from home with the ability to set your hours Competitive pay – Hourly or salary-based, depending on experience Growth opportunities – Potential for advancement into higher administrative, travel coordination, or managerial roles Paid training and development – Learn new tools and improve your skills in scheduling and travel support Exclusive travel perks – Access to discounted travel rates, hotel stays, and flight deals Supportive virtual team environment – Work with a collaborative and helpful team Work-life balance – No commute, the flexibility to work from anywhere, and the opportunity to assist clients with their travel and scheduling needs If you're looking for a stable, remote-friendly role that allows you to contribute to a growing company while also enjoying travel-related benefits, we encourage you to apply today! We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you would like more information about how your data is processed, please contact us. Please mention the word **EARNEST** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135070,JobsInMass.com,"Beverly, ",https://remoteOK.com/remote-jobs/remote-data-entry-typist-jobsinmass-com-1135070,"[""data entry"", ""education"", ""customer support"", ""dev"", ""marketing"", ""travel"", ""microsoft"", ""exec"", ""excel"", ""recruiter"", ""full time"", ""part time"", ""digital nomad""]",2026-07-19T08:36:00+00:00,,,data_science
Pitch us a role,"At Alloy, we're building the Cloud Playground for software teams – a collaborative workspace where anyone in a company can explore their ideas, build features, and ship improvements to the product. We're a small team that all believe in relentless focus, fast execution, and building products that help people work together with AI. We've raised over $7M USD from some of the best investors in Australia and the world. About The Role If you're excited about Alloy but none of the open roles fit, still reach out. In early-stage startups, the highest-impact work isn't always neatly packaged into a job title. Tell us what you'd build, what you'd own, and why it matters for our users. If your pitch is compelling, we'll shape a role around it. Location We work in-person in Sydney from our Surry Hills office, and are all passionate about the energy and learning that comes from working together as an early stage team in the same space. You're welcome to work from home every few weeks when needed. Please mention the word **SPELLBOUND** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135062,Alloy,"Greater Sydney Area, ",https://remoteOK.com/remote-jobs/remote-pitch-us-a-role-alloy-1135062,"[""dev"", ""cloud"", ""digital nomad""]",2026-07-19T06:52:29+00:00,,,
SU Administrative Assistant,Role DescriptionThis is a full-time remote role for an Administrative Assistant at a growing... Please mention the word **UNABASHED** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,remoteok,1135041,Somewhere,"Philippines, ",https://remoteOK.com/remote-jobs/remote-su-administrative-assistant-somewhere-1135041,"[""virtual assistant"", ""full time""]",2026-07-19T03:08:05+00:00,,,
Graphic Designer,"Full-Time RemotePay discussed on callApply now↓ You'll design Instagram + LinkedIn carousels, ad creatives, and brand visuals for two brands — DOSED (D2C) and Merkle Labs (B2B). If you can name 3 D2C brands whose carousel game you respect — and explain why — this is your role. 01 No 01 What You'll Do Ship 3–5 carousels a week (Instagram + LinkedIn) Design ad creatives that perform — we measure CTR and conversions, not just likes Build out brand visual systems we can scale (templates that don't look like templates) Work directly with the founders and content team — fast feedback loops, fast iteration 02 No 02 Who This Is For You've designed for D2C / consumer brands before You can ship a 10-slide carousel in under 6 hours You know what makes a carousel get saved vs scrolled past You design with engagement metrics in mind, not just aesthetics You have a portfolio with real performance numbers 03 No 03 Who This Is NOT For Pure UI/UX designers (different muscle) Print designers transitioning to digital Anyone whose portfolio is mostly logo design Designers who can't take fast, direct feedback 04 No 04 Requirements Figma + Photoshop minimum. Bonus: After Effects for motion carousels. Remote — work from anywhere in India Real portfolio with engagement numbers (no portfolio = no reply) how you'll be measured Saves. CTR. Speed. Send your 5 best carousels (with engagement numbers if you have them) and tell us your typical turnaround for a 10-slide carousel. your move Apply. Fill this in. We read everything. If your portfolio shows you can scale a page, we'll be in touch on WhatsApp. 01Full name* 02WhatsApp number* +91 03Portfolio link (Behance / Dribbble / Personal site / Notion)* 04Drop your 5 best Instagram or LinkedIn carousels (links)* Paste 5 direct links — one per line. Engagement numbers welcome. 0/4 ready Please mention the word **DURABLE** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135046,DOSED,"Time, ",https://remoteOK.com/remote-jobs/remote-graphic-designer-dosed-1135046,"[""design"", ""game dev"", ""designer"", ""content writing"", ""photoshop"", ""full time"", ""digital nomad""]",2026-07-18T21:27:25+00:00,,,design
Shafqat,"Over 2 Decades | Projects : 200+ | Trainings : 600+ | Engineers Trained : 12K+ | Overseas assignments : 10+ (U.S, U.K, KSA, UAE , Singapore &amp; Malaysia). With over 27+ years of invaluable experie... Please mention the word **TOPS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135048,HireTalentt,"Mohammadbazar, ",https://remoteOK.com/remote-jobs/remote-shafqat-hiretalentt-1135048,"[""customer support"", ""exec""]",2026-07-18T19:39:50+00:00,,,
Administrative Specialist,"We are seeking a highly organized and detail-oriented Administrative Specialist to provide comprehensive administrative and operational support across multiple departments. The ideal candidate will coordinate schedules, manage documentation, maintain accurate records, prepare reports, and help ensure efficient day-to-day business operations. Key Responsibilities Provide administrative support to managers, executives, and department teams. Coordinate calendars, appointments, meetings, and virtual conferences. Prepare reports, presentations, spreadsheets, and professional correspondence. Maintain accurate electronic records, databases, and confidential documents. Perform data entry and verify the accuracy of business information. Respond to emails, phone calls, and internal inquiries professionally. Coordinate travel arrangements, meeting logistics, and administrative projects. Assist with onboarding documentation and employee administrative processes. Support cross-functional projects and process improvement initiatives. Maintain compliance with company policies and administrative procedures. Perform other administrative duties and special projects as assigned. Required Qualifications Associate's or Bachelor's degree in Business Administration or a related field preferred. Minimum 2 years of experience in administrative support, office administration, or a similar role. Proficiency in Microsoft Office Suite, including Word, Excel, Outlook, and PowerPoint. Familiarity with Google Workspace and online collaboration tools. Excellent written and verbal communication skills. Strong organizational, multitasking, and time management abilities. High attention to detail and ability to maintain confidentiality. Ability to work independently in a remote work environment. Please mention the word **PRODIGIOUSLY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135042,Dade Medical College-Hialeah,"Florida, Florida, United States",https://remoteOK.com/remote-jobs/remote-administrative-specialist-dade-medical-college-hialeah-1135042,"[""customer support"", ""travel"", ""microsoft"", ""exec"", ""ops"", ""excel""]",2026-07-18T18:42:01+00:00,,,cybersecurity
OJALA,This page isn't working www.ojala.in didn't send any data. ERR_EMPTY_RESPONSE www.ojala.in didn't send any data. Please mention the word **RESOURCEFULNESS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,remoteok,1135035,Flash Free Lancer,"Evansville, ",https://remoteOK.com/remote-jobs/remote-ojala-flash-free-lancer-1135035,[],2026-07-18T17:27:57+00:00,,,
MANUFACTURING POSITIONS,"COME WORK WITH US! If you've got the skills, we've got the job. We've got a great team, and we're always interested in adding new talent. Please mention the word **DUMBFOUNDING** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135065,Allied Packaging Corporation,"Malerkotla, ",https://remoteOK.com/remote-jobs/remote-manufacturing-positions-allied-packaging-corporation-1135065,"[""recruiter"", ""legal"", ""full time"", ""non tech""]",2026-07-18T14:23:34+00:00,,,
Placement Officer,JOB ALERT: Join Grey Sim Learnings Foundation! We're looking for passionate individuals to join our team in Guwahati! We have open positions for: Placement Officer: Help our trainees find their dream jobs! What we offer: Job type: Full-time permanent Location: Guwahati Salary: Hike on current salary Work with a purpose: Make a positive impact on the lives of young people! How to apply: Send your CV to mantu.deka@gslfoundation.org Please mention the word **FAITH** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,remoteok,1135032,Grey Sim Learnings Foundation,"Guwahati, ",https://remoteOK.com/remote-jobs/remote-placement-officer-grey-sim-learnings-foundation-1135032,"[""project manager"", ""exec"", ""technical"", ""designer"", ""testing"", ""full time""]",2026-07-18T10:30:03+00:00,,,
Job Summary,"Location: Livingston, West Lothian, United Kingdom Contract: Permanent Salary: £22.96 to £22.96 Per Hour Posted Date: Thursday, July 16, 2026 Department: Engineering Documents: Share: Send email Apply Please mention the word **GUIDANCE** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135017,LOTHIAN BUSES LIMITED,"Livingston, ",https://remoteOK.com/remote-jobs/remote-job-summary-lothian-buses-limited-1135017,"[""engineer""]",2026-07-18T10:27:53+00:00,,,
Technical Specialist,.. Please mention the word **REVOLUTIONARY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,remoteok,1135029,PeopleLink Collaboration Inc.,"Bhopal, ",https://remoteOK.com/remote-jobs/remote-technical-specialist-peoplelink-collaboration-inc-1135029,"[""project manager"", ""exec"", ""technical""]",2026-07-18T10:20:26+00:00,,,
Presentation Designer,"OUR HIRING PROCESS: We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionals—every person is unique. We promise to give your candidacy a fair and detailed assessment. We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team. At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team. From there on, it's decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live. INFUSE is committed to complying with applicable data privacy and security laws and regulations. For more information, please see our Privacy Policy As part of our dynamic team, your responsibilities in this role will include: Produce on-strategy, on-brand presentation materials, including sales sheets, presentation templates for business development, and sales training materials Deliver strong conceptual thinking and visual execution Maintain a superior attention to detail Stay updated on industry trends, competitor presentations, and design best practices to continuously improve the quality and effectiveness of presentations. Effectively manage your time; meet all deadlines Have a sense of humor and an egoless approach to doing extraordinary work Stay proactive, accountable, and responsive, adapting to any situation Our ideal candidate possesses the following skills: 5+ years experience working expertly producing presentation graphic design Expert proficiency in Microsoft PowerPoint and Google Slides Confident skills in working with Adobe Illustrator, Adobe Photoshop, Adobe XD Solid skills in Figma, transforming ideas into visual wonders Excel at making complex information interesting and easy to understand Experience in the tech (Hardware and Software) Web-design experience Degree in design-related field An inventive, original thinker A self-starter with a strong work ethic Proficiency in English, equivalent to B1 level or higher Additional qualifications that would be considered a plus: Effective experience with Claude Design or other AI tools Application Details: Resume + Portfolio are required If you meet these criteria and are excited about contributing to our team, we encourage you to apply. Please mention the word **PRIVILEGE** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135025,INFUSE,"Warszawa, Warszawa, Woj. Mazowieckie, Polska",https://remoteOK.com/remote-jobs/remote-presentation-designer-infuse-1135025,"[""game dev"", ""microsoft"", ""full time"", ""marketing"", ""sales"", ""non tech"", ""design"", ""infosec"", ""education"", ""designer"", ""dev"", ""testing"", ""web dev"", ""exec"", ""video"", ""photoshop"", ""excel"", ""recruiter"", ""illustrator"", ""digital nomad""]",2026-07-18T09:56:25+00:00,,,design
